input_text,output_text
question: Is the squeeze better or is the aerosol better to use for the filters? context: The kit in question includes a six-step maintenance system designed to recharge any K&N; FilterCharger Air Filter.,The kit in question includes a six-step maintenance system designed to recharge any K&N; FilterCharger Air Filter.
question: Is the squeeze better or is the aerosol better to use for the filters? context: This kit is specific to the K & N filter no matter what model of vehicle you have.,This kit is specific to the K & N filter no matter what model of vehicle you have.
question: Is the squeeze better or is the aerosol better to use for the filters? context: I usually get 3 to 4 complete services out of 1 can.,I usually get 3 to 4 complete services out of 1 can.
"question: Is the squeeze better or is the aerosol better to use for the filters? context: Filter has endless cleanings... will outlast the vehicle. Used on my previous vehicle over 140,000 miles and still being used by new owner over 11months at 100 miles per day. Cleaned every 9 to 12 months for over 10 years and no signs of wear. Purchased three service kits in all the years.","Filter has endless cleanings... will outlast the vehicle. Used on my previous vehicle over 140,000 miles and still being used by new owner over 11months at 100 miles per day. Cleaned every 9 to 12 months for over 10 years and no signs of wear. Purchased three service kits in all the years."
question: Is the squeeze better or is the aerosol better to use for the filters? context: I've only used it once and the bottles are still very full.  I would not be surprised if you got up to 10 cleanings from this product.,I've only used it once and the bottles are still very full.  I would not be surprised if you got up to 10 cleanings from this product.
"question: Is the squeeze better or is the aerosol better to use for the filters? context: I don't know not know how many times in total, but according to the times I'd say clean it about 15 or 20 times","I don't know not know how many times in total, but according to the times I'd say clean it about 15 or 20 times"
"question: Is the squeeze better or is the aerosol better to use for the filters? context: This is a real good produce , But I think the aerosol is a little easier to use  and not as messy","This is a real good produce , But I think the aerosol is a little easier to use  and not as messy"
"question: Is the squeeze better or is the aerosol better to use for the filters? context: they both are good,i prefer the spray ibeen using K&N; since 1990","they both are good,i prefer the spray ibeen using K&N; since 1990"
question: Is the squeeze better or is the aerosol better to use for the filters? context: I prefer the aerosol. It isn't as messy.,I prefer the aerosol. It isn't as messy.
"question: Is the squeeze better or is the aerosol better to use for the filters? context: squeeze is better, more controllable","squeeze is better, more controllable"
question: Is the squeeze better or is the aerosol better to use for the filters? context: I'd be inclined to use the spray. Quicker & looks like is as effective.  Either will get the job done.,I'd be inclined to use the spray. Quicker & looks like is as effective.  Either will get the job done.
"question: Is the squeeze better or is the aerosol better to use for the filters? context: squeeze bottle, easier to control, LOT LESS WASTE, cleaner goes a lot farther also... I've used this on all my motorcycles, and vehicles with great results.  Again, use the pump bottle, as sometimes I get low, and dilute it with little distilled water. Hope this helps","squeeze bottle, easier to control, LOT LESS WASTE, cleaner goes a lot farther also... I've used this on all my motorcycles, and vehicles with great results.  Again, use the pump bottle, as sometimes I get low, and dilute it with little distilled water. Hope this helps"
"question: Is the squeeze better or is the aerosol better to use for the filters? context: The squeez is better since it is more controlable, yet i didnt try the aerosol. Check videos on youtube.","The squeez is better since it is more controlable, yet i didnt try the aerosol. Check videos on youtube."
"question: i nid rear wiper for toyota 4 runner 2001 it is work or not? pliese give to me answer thenks context: if you do a SEARCH and enter the vehicle and size - PRIME will tell you (upper left of page, as I recall) if it ""FITS"" or ""WILL NOT FIT"" (in red)","if you do a SEARCH and enter the vehicle and size - PRIME will tell you (upper left of page, as I recall) if it ""FITS"" or ""WILL NOT FIT"" (in red)"
question: i nid rear wiper for toyota 4 runner 2001 it is work or not? pliese give to me answer thenks context: Go to the manufactures website and check.,Go to the manufactures website and check.
"question: i nid rear wiper for toyota 4 runner 2001 it is work or not? pliese give to me answer thenks context: Warranty or not, my 1st set lasted 9 Years. I only replaced them because the metal started rusting but the silicone was still fine. I would clean the blades every few months with white vinegar. http://www.silblade.com/Warranty_ep_45.html","Warranty or not, my 1st set lasted 9 Years. I only replaced them because the metal started rusting but the silicone was still fine. I would clean the blades every few months with white vinegar. http://www.silblade.com/Warranty_ep_45.html"
"question: i nid rear wiper for toyota 4 runner 2001 it is work or not? pliese give to me answer thenks context: 5 years against defects in manufacturing and workmanship per Silblade website. This product did not work for me, wiper frame design allowed for only half the blade to contact the glass, replaced with a Trico, which worked perfectly.","5 years against defects in manufacturing and workmanship per Silblade website. This product did not work for me, wiper frame design allowed for only half the blade to contact the glass, replaced with a Trico, which worked perfectly."
"question: i nid rear wiper for toyota 4 runner 2001 it is work or not? pliese give to me answer thenks context: Hi Joe,If the vendor you purchased them from will not warranty them for you, you may want to contact the manufacture directly. Here is there stated warranty. They have a phone number you can call, to warranty them:Specialty Products Enterprise, LLC. (SPE) warrants Silblade®, UltraSilblade®, Flexblade™, Rear Blades to be free from defects in workmanship and materials under normal use for a period of 5 years from date of purchase. For warranty questions contact the manufacturer info@silblade.com, or 888 800-1244, ext 2.Please feel free to call or email us anytime you have any questions or if you need anything else. Thank youBMA Auto Parts888-262-3911



    Hi Joe,If the vendor you purchased them from will not warranty them for you, you may want to contact the manufacture directly. Here is there stated warranty. They have a phone number you can call, to warranty them:Specialty Products Enterprise, LLC. (SPE) warrants Silblade®, UltraSilblade®, Flexblade™, Rear Blades to be free from defects in workmanship and materials under normal use for a period of 5 years from date of purchase. For warranty questions contact the manufacturer info@silblade.com, or 888 800-1244, ext 2.Please feel free to call or...
      » 
Read More


   Hi Joe,If the vendor you purchased them from will not warranty them for you, you may want to contact the manufacture directly. Here is there stated warranty. They have a phone number you can call, to warranty them:Specialty Products Enterprise, LLC. (SPE) warrants Silblade®, UltraSilblade®, Flexblade™, Rear Blades to be free from defects in workmanship and materials under normal use for a period of 5 years from date of purchase. For warranty questions contact the manufacturer info@silblade.com, or 888 800-1244, ext 2.Please feel free to call or email us anytime you have any questions or if you need anything else. Thank youBMA Auto Parts888-262-3911
      « 

Show Less","Hi Joe,If the vendor you purchased them from will not warranty them for you, you may want to contact the manufacture directly. Here is there stated warranty. They have a phone number you can call, to warranty them:Specialty Products Enterprise, LLC. (SPE) warrants Silblade®, UltraSilblade®, Flexblade™, Rear Blades to be free from defects in workmanship and materials under normal use for a period of 5 years from date of purchase. For warranty questions contact the manufacturer info@silblade.com, or 888 800-1244, ext 2.Please feel free to call or email us anytime you have any questions or if you need anything else. Thank youBMA Auto Parts888-262-3911



    Hi Joe,If the vendor you purchased them from will not warranty them for you, you may want to contact the manufacture directly. Here is there stated warranty. They have a phone number you can call, to warranty them:Specialty Products Enterprise, LLC. (SPE) warrants Silblade®, UltraSilblade®, Flexblade™, Rear Blades to be free from defects in workmanship and materials under normal use for a period of 5 years from date of purchase. For warranty questions contact the manufacturer info@silblade.com, or 888 800-1244, ext 2.Please feel free to call or...
      » 
Read More


   Hi Joe,If the vendor you purchased them from will not warranty them for you, you may want to contact the manufacture directly. Here is there stated warranty. They have a phone number you can call, to warranty them:Specialty Products Enterprise, LLC. (SPE) warrants Silblade®, UltraSilblade®, Flexblade™, Rear Blades to be free from defects in workmanship and materials under normal use for a period of 5 years from date of purchase. For warranty questions contact the manufacturer info@silblade.com, or 888 800-1244, ext 2.Please feel free to call or email us anytime you have any questions or if you need anything else. Thank youBMA Auto Parts888-262-3911
      « 

Show Less"
question: i nid rear wiper for toyota 4 runner 2001 it is work or not? pliese give to me answer thenks context: Yes there is. I have returned old blades for new ones.,Yes there is. I have returned old blades for new ones.
question: i nid rear wiper for toyota 4 runner 2001 it is work or not? pliese give to me answer thenks context: I just measured the precise width of my wiper blade and bought based upon that. I have factory blades; and my blades are the same width. It would appear that if the Equinox has a standard wiper blade it should work. I can't say for sure.,I just measured the precise width of my wiper blade and bought based upon that. I have factory blades; and my blades are the same width. It would appear that if the Equinox has a standard wiper blade it should work. I can't say for sure.
question: i nid rear wiper for toyota 4 runner 2001 it is work or not? pliese give to me answer thenks context: I would suggest going to the `Silblade' web site and check the fitment chart. You should be able to get you answer there.,I would suggest going to the `Silblade' web site and check the fitment chart. You should be able to get you answer there.
"question: i nid rear wiper for toyota 4 runner 2001 it is work or not? pliese give to me answer thenks context: If you enter the car on Amazon's ""Your Garage"" feature you'll see a banner at the top of any parts page that will tell you if the product you are looking at fits your vehicle.","If you enter the car on Amazon's ""Your Garage"" feature you'll see a banner at the top of any parts page that will tell you if the product you are looking at fits your vehicle."
"question: i nid rear wiper for toyota 4 runner 2001 it is work or not? pliese give to me answer thenks context: It did come an adapter that is adjustable (3 settings), which fit my '05 Tacoma. Although it did not come with an additional adapter like i have seen with other wiper blades. If you have a unique adapter on your previous blades you should be able to reuse.","It did come an adapter that is adjustable (3 settings), which fit my '05 Tacoma. Although it did not come with an additional adapter like i have seen with other wiper blades. If you have a unique adapter on your previous blades you should be able to reuse."
"question: i nid rear wiper for toyota 4 runner 2001 it is work or not? pliese give to me answer thenks context: It is supposed to, but I found the versions I got from Amazon (as opposed to directly from the manufacturer) typically were missing them.  I had one that did, two that didn't.","It is supposed to, but I found the versions I got from Amazon (as opposed to directly from the manufacturer) typically were missing them.  I had one that did, two that didn't."
"question: i nid rear wiper for toyota 4 runner 2001 it is work or not? pliese give to me answer thenks context: For my 1998 Silverado it did! This come with about three different plastic adapters as I recall: Just found my receipt for this pair on my Truck, and dig this, it was from 2003 when I had purchased these!!! Unbe-effing-lievable! I have them for all of my vehicles and recommend them to everyone! BUY THEM!","For my 1998 Silverado it did! This come with about three different plastic adapters as I recall: Just found my receipt for this pair on my Truck, and dig this, it was from 2003 when I had purchased these!!! Unbe-effing-lievable! I have them for all of my vehicles and recommend them to everyone! BUY THEM!"
question: i nid rear wiper for toyota 4 runner 2001 it is work or not? pliese give to me answer thenks context: yes but double check which one your car requires first,yes but double check which one your car requires first
"question: i nid rear wiper for toyota 4 runner 2001 it is work or not? pliese give to me answer thenks context: It seems, based on the answers here, that it is hit or miss. I ordered two of these, but they came with no adapters so I have to return them both.","It seems, based on the answers here, that it is hit or miss. I ordered two of these, but they came with no adapters so I have to return them both."
question: i nid rear wiper for toyota 4 runner 2001 it is work or not? pliese give to me answer thenks context: According to the Silblade web siteFronts require - WB117SRears repair - WB113SSee web addresses below http://www.silblade.com/Wiper-Search_ep_64.htmlCheers,According to the Silblade web siteFronts require - WB117SRears repair - WB113SSee web addresses below http://www.silblade.com/Wiper-Search_ep_64.htmlCheers
"question: i nid rear wiper for toyota 4 runner 2001 it is work or not? pliese give to me answer thenks context: Have used Silblades for years, best wiper blade on the market, but for rear 2001 4Runner the number is WB113S","Have used Silblades for years, best wiper blade on the market, but for rear 2001 4Runner the number is WB113S"
question: quanity on contionous basis  ?  Decibles  ? 800>800<1422 context: It's loud  don't know if it fits I put it on a scooter I think it would fit just about any bike,It's loud  don't know if it fits I put it on a scooter I think it would fit just about any bike
"question: quanity on contionous basis  ?  Decibles  ? 800>800<1422 context: I bought it for my '03 Corolla, its ok.  On my Kawasaki ZR750 I installed a Stebel Nautilus Compact Dual-Tone Motorcycle Air Horn, 12-Volt, 139 DB, this one is LOUD and makes all the cars around you pay attention!  You will have to get creative with installation under your front fairing, be sure the opening of the horn points down so it doesn't swallow water or debris","I bought it for my '03 Corolla, its ok.  On my Kawasaki ZR750 I installed a Stebel Nautilus Compact Dual-Tone Motorcycle Air Horn, 12-Volt, 139 DB, this one is LOUD and makes all the cars around you pay attention!  You will have to get creative with installation under your front fairing, be sure the opening of the horn points down so it doesn't swallow water or debris"
question: quanity on contionous basis  ?  Decibles  ? 800>800<1422 context: It's just one bolt . Fits anything,It's just one bolt . Fits anything
"question: quanity on contionous basis  ?  Decibles  ? 800>800<1422 context: Yes it's very universal,also very very LOUD!!","Yes it's very universal,also very very LOUD!!"
question: quanity on contionous basis  ?  Decibles  ? 800>800<1422 context: Yes to both,Yes to both
"question: quanity on contionous basis  ?  Decibles  ? 800>800<1422 context: If you only use one tone (Hi, or Low, not both horns, same circuit), no, you do not need to install a relay; just connect it using the original horn wires (polarity does not matter).  If you are using both the High, and the Low tone horns, wired in parallel (best option), then I would recommend a relay, and direct connect to the battery (with an inline fuse) for maximum power transfer, and maximum loudness.I used two sets of both horns, on two separate motorcycles, in parallel.  I also used a relay, controlled by the OEM horn circuit, with a direct connect to the batteries, for maximum volume.  A relay is less than $10 at any automotive parts store (Wal-Mart likely has the lowest price).  If you need help with electrical circuits, here is a great book's ISBN-10:  0760327165, ""Motorcycle Electrical Systems: Troubleshooting and Repair (Motorbooks Workshop)"".  Check your local library for a copy, or purchase it here, on Amazon.  Cheers!



    If you only use one tone (Hi, or Low, not both horns, same circuit), no, you do not need to install a relay; just connect it using the original horn wires (polarity does not matter). If you are using both the High, and the Low tone horns, wired in parallel (best option), then I would recommend a relay, and direct connect to the battery (with an inline fuse) for maximum power transfer, and maximum loudness.I used two sets of both horns, on two separate motorcycles, in parallel. I also used a relay, controlled by the OEM horn circuit, with a direct connect to the batteries, for...
      » 
Read More


   If you only use one tone (Hi, or Low, not both horns, same circuit), no, you do not need to install a relay; just connect it using the original horn wires (polarity does not matter).  If you are using both the High, and the Low tone horns, wired in parallel (best option), then I would recommend a relay, and direct connect to the battery (with an inline fuse) for maximum power transfer, and maximum loudness.I used two sets of both horns, on two separate motorcycles, in parallel.  I also used a relay, controlled by the OEM horn circuit, with a direct connect to the batteries, for maximum volume.  A relay is less than $10 at any automotive parts store (Wal-Mart likely has the lowest price).  If you need help with electrical circuits, here is a great book's ISBN-10:  0760327165, ""Motorcycle Electrical Systems: Troubleshooting and Repair (Motorbooks Workshop)"".  Check your local library for a copy, or purchase it here, on Amazon.  Cheers!
      « 

Show Less","If you only use one tone (Hi, or Low, not both horns, same circuit), no, you do not need to install a relay; just connect it using the original horn wires (polarity does not matter).  If you are using both the High, and the Low tone horns, wired in parallel (best option), then I would recommend a relay, and direct connect to the battery (with an inline fuse) for maximum power transfer, and maximum loudness.I used two sets of both horns, on two separate motorcycles, in parallel.  I also used a relay, controlled by the OEM horn circuit, with a direct connect to the batteries, for maximum volume.  A relay is less than $10 at any automotive parts store (Wal-Mart likely has the lowest price).  If you need help with electrical circuits, here is a great book's ISBN-10:  0760327165, ""Motorcycle Electrical Systems: Troubleshooting and Repair (Motorbooks Workshop)"".  Check your local library for a copy, or purchase it here, on Amazon.  Cheers!



    If you only use one tone (Hi, or Low, not both horns, same circuit), no, you do not need to install a relay; just connect it using the original horn wires (polarity does not matter). If you are using both the High, and the Low tone horns, wired in parallel (best option), then I would recommend a relay, and direct connect to the battery (with an inline fuse) for maximum power transfer, and maximum loudness.I used two sets of both horns, on two separate motorcycles, in parallel. I also used a relay, controlled by the OEM horn circuit, with a direct connect to the batteries, for...
      » 
Read More


   If you only use one tone (Hi, or Low, not both horns, same circuit), no, you do not need to install a relay; just connect it using the original horn wires (polarity does not matter).  If you are using both the High, and the Low tone horns, wired in parallel (best option), then I would recommend a relay, and direct connect to the battery (with an inline fuse) for maximum power transfer, and maximum loudness.I used two sets of both horns, on two separate motorcycles, in parallel.  I also used a relay, controlled by the OEM horn circuit, with a direct connect to the batteries, for maximum volume.  A relay is less than $10 at any automotive parts store (Wal-Mart likely has the lowest price).  If you need help with electrical circuits, here is a great book's ISBN-10:  0760327165, ""Motorcycle Electrical Systems: Troubleshooting and Repair (Motorbooks Workshop)"".  Check your local library for a copy, or purchase it here, on Amazon.  Cheers!
      « 

Show Less"
"question: quanity on contionous basis  ?  Decibles  ? 800>800<1422 context: I'm sure some people do recommend using a relay,however I did not use one ,and it still works GREAT! Very Loud,would buy again.","I'm sure some people do recommend using a relay,however I did not use one ,and it still works GREAT! Very Loud,would buy again."
question: quanity on contionous basis  ?  Decibles  ? 800>800<1422 context: just wire through the switch,just wire through the switch
question: quanity on contionous basis  ?  Decibles  ? 800>800<1422 context: I have replaced old horns on a Yamaha motorcycle.  I tested the sound of the new ones right of the battery and they worked just fine. Must admit the high low combination sounds better if the old bike is on the highway with a full charge in the system. Hopefully this helps you.,I have replaced old horns on a Yamaha motorcycle.  I tested the sound of the new ones right of the battery and they worked just fine. Must admit the high low combination sounds better if the old bike is on the highway with a full charge in the system. Hopefully this helps you.
question: quanity on contionous basis  ?  Decibles  ? 800>800<1422 context: Probably lowest number. Mine quit after one year!,Probably lowest number. Mine quit after one year!
"question: quanity on contionous basis  ?  Decibles  ? 800>800<1422 context: If you want the most decibels, buy the Wolo 419 Bad Boy Air Horn.  It is plenty loud.  These aren't incredibly loud, but if you use the Hi, and the Lo tone models, together, you will get plenty of noise.  Cheers!","If you want the most decibels, buy the Wolo 419 Bad Boy Air Horn.  It is plenty loud.  These aren't incredibly loud, but if you use the Hi, and the Lo tone models, together, you will get plenty of noise.  Cheers!"
"question: What parts do I need to completely replace my Atwood water heater with a new DSI G6A-8E heater and what is included with the above unit? context: Yes, mine came with a plain white door. Didn't use it, but I guess I have a backup if my original door (has striping on it) ever gets dented.","Yes, mine came with a plain white door. Didn't use it, but I guess I have a backup if my original door (has striping on it) ever gets dented."
question: What parts do I need to completely replace my Atwood water heater with a new DSI G6A-8E heater and what is included with the above unit? context: It does bro but mine don't heat the water up it'll come out for 3 minutes and then stop,It does bro but mine don't heat the water up it'll come out for 3 minutes and then stop
"question: What parts do I need to completely replace my Atwood water heater with a new DSI G6A-8E heater and what is included with the above unit? context: yes,at least mine did.","yes,at least mine did."
question: What parts do I need to completely replace my Atwood water heater with a new DSI G6A-8E heater and what is included with the above unit? context: Yesterday,Yesterday
"question: What parts do I need to completely replace my Atwood water heater with a new DSI G6A-8E heater and what is included with the above unit? context: 12 volt.....but make sure you ask for the manuel (we didn't get one and had to wait for it to install it) and please note that the switch is NOT included with the pkg and must be ordered as well. However, we love it and are so glad we got it.","12 volt.....but make sure you ask for the manuel (we didn't get one and had to wait for it to install it) and please note that the switch is NOT included with the pkg and must be ordered as well. However, we love it and are so glad we got it."
question: What parts do I need to completely replace my Atwood water heater with a new DSI G6A-8E heater and what is included with the above unit? context: Yes. 12.volt,Yes. 12.volt
question: What parts do I need to completely replace my Atwood water heater with a new DSI G6A-8E heater and what is included with the above unit? context: 12 volt,12 volt
question: What parts do I need to completely replace my Atwood water heater with a new DSI G6A-8E heater and what is included with the above unit? context: 12 volt,12 volt
question: What parts do I need to completely replace my Atwood water heater with a new DSI G6A-8E heater and what is included with the above unit? context: The unit itself is 12V and LP. The ignitor is 12V.,The unit itself is 12V and LP. The ignitor is 12V.
question: What parts do I need to completely replace my Atwood water heater with a new DSI G6A-8E heater and what is included with the above unit? context: This one is 12 Volt ignition.,This one is 12 Volt ignition.
"question: What parts do I need to completely replace my Atwood water heater with a new DSI G6A-8E heater and what is included with the above unit? context: Not sure what you are needing to know. The lower port on the back of the water heater is for the cold water supply. The upper port is for the hot water supply. If you need the water connections, the easiest way to do so is with shark bite fittings. Most campers come with 1/2"" pex type water line. You can get 1/2"" male shark bite fittings to make your connections. Make positively sure that you seat the water line to the bottom of the fitting or you will have a nice mess to clean up. When I install them, I use wirsbo aqua pex and my expander tool and appropriate fittings. However, if you do not have access to this it is expensive as the expander tool alone is $400.00. The shark bite fitting usually come in around $20.00. You will find the sharke bite fittings to be pretty easy, just make sure to seat them well as for warned.



    Not sure what you are needing to know. The lower port on the back of the water heater is for the cold water supply. The upper port is for the hot water supply. If you need the water connections, the easiest way to do so is with shark bite fittings. Most campers come with 1/2"" pex type water line. You can get 1/2"" male shark bite fittings to make your connections. Make positively sure that you seat the water line to the bottom of the fitting or you will have a nice mess to clean up. When I install them, I use wirsbo aqua pex and my expander tool and appropriate fittings. However,...
      » 
Read More


   Not sure what you are needing to know. The lower port on the back of the water heater is for the cold water supply. The upper port is for the hot water supply. If you need the water connections, the easiest way to do so is with shark bite fittings. Most campers come with 1/2"" pex type water line. You can get 1/2"" male shark bite fittings to make your connections. Make positively sure that you seat the water line to the bottom of the fitting or you will have a nice mess to clean up. When I install them, I use wirsbo aqua pex and my expander tool and appropriate fittings. However, if you do not have access to this it is expensive as the expander tool alone is $400.00. The shark bite fitting usually come in around $20.00. You will find the sharke bite fittings to be pretty easy, just make sure to seat them well as for warned.
      « 

Show Less","Not sure what you are needing to know. The lower port on the back of the water heater is for the cold water supply. The upper port is for the hot water supply. If you need the water connections, the easiest way to do so is with shark bite fittings. Most campers come with 1/2"" pex type water line. You can get 1/2"" male shark bite fittings to make your connections. Make positively sure that you seat the water line to the bottom of the fitting or you will have a nice mess to clean up. When I install them, I use wirsbo aqua pex and my expander tool and appropriate fittings. However, if you do not have access to this it is expensive as the expander tool alone is $400.00. The shark bite fitting usually come in around $20.00. You will find the sharke bite fittings to be pretty easy, just make sure to seat them well as for warned.



    Not sure what you are needing to know. The lower port on the back of the water heater is for the cold water supply. The upper port is for the hot water supply. If you need the water connections, the easiest way to do so is with shark bite fittings. Most campers come with 1/2"" pex type water line. You can get 1/2"" male shark bite fittings to make your connections. Make positively sure that you seat the water line to the bottom of the fitting or you will have a nice mess to clean up. When I install them, I use wirsbo aqua pex and my expander tool and appropriate fittings. However,...
      » 
Read More


   Not sure what you are needing to know. The lower port on the back of the water heater is for the cold water supply. The upper port is for the hot water supply. If you need the water connections, the easiest way to do so is with shark bite fittings. Most campers come with 1/2"" pex type water line. You can get 1/2"" male shark bite fittings to make your connections. Make positively sure that you seat the water line to the bottom of the fitting or you will have a nice mess to clean up. When I install them, I use wirsbo aqua pex and my expander tool and appropriate fittings. However, if you do not have access to this it is expensive as the expander tool alone is $400.00. The shark bite fitting usually come in around $20.00. You will find the sharke bite fittings to be pretty easy, just make sure to seat them well as for warned.
      « 

Show Less"
"question: What parts do I need to completely replace my Atwood water heater with a new DSI G6A-8E heater and what is included with the above unit? context: It is easier then the old one.  When you take out the old one remember to take off the 90 degree elbow and use it on the bottom of the new one.  This way you will have more room to turn it in the back of the compartment, if it is as small as mine was.  The top line is hot and the lower line is cold.  There should be a cover plate in the back of your existing unit, you need to take it off to access the water lines, it is a tight fit.  One can be turned by hand, but the lower one (cold water) is a little difficult, you may have to use a wrench to get it to turn at first.  I hope that this helps and is what you are asking.  Good luck



    It is easier then the old one. When you take out the old one remember to take off the 90 degree elbow and use it on the bottom of the new one. This way you will have more room to turn it in the back of the compartment, if it is as small as mine was. The top line is hot and the lower line is cold. There should be a cover plate in the back of your existing unit, you need to take it off to access the water lines, it is a tight fit. One can be turned by hand, but the lower one (cold water) is a little difficult, you may have to use a wrench to get it to turn at first. I hope that this helps and...
      » 
Read More


   It is easier then the old one.  When you take out the old one remember to take off the 90 degree elbow and use it on the bottom of the new one.  This way you will have more room to turn it in the back of the compartment, if it is as small as mine was.  The top line is hot and the lower line is cold.  There should be a cover plate in the back of your existing unit, you need to take it off to access the water lines, it is a tight fit.  One can be turned by hand, but the lower one (cold water) is a little difficult, you may have to use a wrench to get it to turn at first.  I hope that this helps and is what you are asking.  Good luck
      « 

Show Less","It is easier then the old one.  When you take out the old one remember to take off the 90 degree elbow and use it on the bottom of the new one.  This way you will have more room to turn it in the back of the compartment, if it is as small as mine was.  The top line is hot and the lower line is cold.  There should be a cover plate in the back of your existing unit, you need to take it off to access the water lines, it is a tight fit.  One can be turned by hand, but the lower one (cold water) is a little difficult, you may have to use a wrench to get it to turn at first.  I hope that this helps and is what you are asking.  Good luck



    It is easier then the old one. When you take out the old one remember to take off the 90 degree elbow and use it on the bottom of the new one. This way you will have more room to turn it in the back of the compartment, if it is as small as mine was. The top line is hot and the lower line is cold. There should be a cover plate in the back of your existing unit, you need to take it off to access the water lines, it is a tight fit. One can be turned by hand, but the lower one (cold water) is a little difficult, you may have to use a wrench to get it to turn at first. I hope that this helps and...
      » 
Read More


   It is easier then the old one.  When you take out the old one remember to take off the 90 degree elbow and use it on the bottom of the new one.  This way you will have more room to turn it in the back of the compartment, if it is as small as mine was.  The top line is hot and the lower line is cold.  There should be a cover plate in the back of your existing unit, you need to take it off to access the water lines, it is a tight fit.  One can be turned by hand, but the lower one (cold water) is a little difficult, you may have to use a wrench to get it to turn at first.  I hope that this helps and is what you are asking.  Good luck
      « 

Show Less"
"question: What parts do I need to completely replace my Atwood water heater with a new DSI G6A-8E heater and what is included with the above unit? context: Water on--Wet down-water off--soap down-- water on-- rinse--approximately 15 minutes.Water on, shower time approximately 10 minutes.","Water on--Wet down-water off--soap down-- water on-- rinse--approximately 15 minutes.Water on, shower time approximately 10 minutes."
"question: What parts do I need to completely replace my Atwood water heater with a new DSI G6A-8E heater and what is included with the above unit? context: Not very long if you plan to take a shower like you would at home, maybe 3-5 min. Depends on how hot you like it.","Not very long if you plan to take a shower like you would at home, maybe 3-5 min. Depends on how hot you like it."
question: What parts do I need to completely replace my Atwood water heater with a new DSI G6A-8E heater and what is included with the above unit? context: we've had atleast three people shower consecutively without running out of hot water... the propane just kicks on and keeps heating the water as it is used... so i would say atleast a 20 minute shower but who needs that long,we've had atleast three people shower consecutively without running out of hot water... the propane just kicks on and keeps heating the water as it is used... so i would say atleast a 20 minute shower but who needs that long
question: What parts do I need to completely replace my Atwood water heater with a new DSI G6A-8E heater and what is included with the above unit? context: Door comes with it should not need wiring kit don't know about the unit u r replacing,Door comes with it should not need wiring kit don't know about the unit u r replacing
question: What parts do I need to completely replace my Atwood water heater with a new DSI G6A-8E heater and what is included with the above unit? context: I don't know if it's the same unit....mine came with wiring intact and a door.,I don't know if it's the same unit....mine came with wiring intact and a door.
question: What parts do I need to completely replace my Atwood water heater with a new DSI G6A-8E heater and what is included with the above unit? context: The Attwood 6 gallon water heaters are basically the same size (G6A).  The final designation signifies whether or not it is a manual or automatic ignition.  Great products and the company stands behind all they manufacture.,The Attwood 6 gallon water heaters are basically the same size (G6A).  The final designation signifies whether or not it is a manual or automatic ignition.  Great products and the company stands behind all they manufacture.
question: What parts do I need to completely replace my Atwood water heater with a new DSI G6A-8E heater and what is included with the above unit? context: Yes it did fit and work just like the original.  I had to fiddle with the exhaust port a bit so the cover would complete seal the external portion of the heater.,Yes it did fit and work just like the original.  I had to fiddle with the exhaust port a bit so the cover would complete seal the external portion of the heater.
"question: What parts do I need to completely replace my Atwood water heater with a new DSI G6A-8E heater and what is included with the above unit? context: If you look at the technical data on the one pictured you can measure the one you have and find out for certain. Atwood is one of the best on the market and don't change sizes on a whim like some others, so I would say it is a safe bet that yes it will.","If you look at the technical data on the one pictured you can measure the one you have and find out for certain. Atwood is one of the best on the market and don't change sizes on a whim like some others, so I would say it is a safe bet that yes it will."
question: What parts do I need to completely replace my Atwood water heater with a new DSI G6A-8E heater and what is included with the above unit? context: Lorie--it sould work (same size) but we have the g6a-8E (electronic switch) so you will have to put in a switch. But it went right in & replaced the old one wire for wire. It was pretty easy for my husband to do with a little help from me holding it up!!,Lorie--it sould work (same size) but we have the g6a-8E (electronic switch) so you will have to put in a switch. But it went right in & replaced the old one wire for wire. It was pretty easy for my husband to do with a little help from me holding it up!!
question: What parts do I need to completely replace my Atwood water heater with a new DSI G6A-8E heater and what is included with the above unit? context: Mine fit perfect!,Mine fit perfect!
question: What parts do I need to completely replace my Atwood water heater with a new DSI G6A-8E heater and what is included with the above unit? context: Mine came with the outer cover and a new control switch.  You'll also need to purchase a coil of putty to seal the new unit once you start screwing it to the outside of your camper.  Some RV stores sell a water heater installation kit that includes the putty like sealer.  There is also a good utube video that takes you through the installation.  Watch them all and don't be afraid to do it.,Mine came with the outer cover and a new control switch.  You'll also need to purchase a coil of putty to seal the new unit once you start screwing it to the outside of your camper.  Some RV stores sell a water heater installation kit that includes the putty like sealer.  There is also a good utube video that takes you through the installation.  Watch them all and don't be afraid to do it.
question: What parts do I need to completely replace my Atwood water heater with a new DSI G6A-8E heater and what is included with the above unit? context: I replaced my unit last summer. The new unit had every part  you will need but you will need to buy some plumbers tape to out on thread when reconnecting lines.,I replaced my unit last summer. The new unit had every part  you will need but you will need to buy some plumbers tape to out on thread when reconnecting lines.
question: What parts do I need to completely replace my Atwood water heater with a new DSI G6A-8E heater and what is included with the above unit? context: Thanks,Thanks
